book_id,title,subtitle,cover_image_url,abstract,CommunityReview,page_count,published_date,Genre
179612,The State and Revolution,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1358889486i/179612.jpg,"In July 1917, when Russia's provisional government issued a warrant for his arrest, Lenin fled from St. Petersburg; later that year, the October Revolution swept him to supreme power in that same city. In the intervening time spent in Finland, he wrote State and Revolution.<br /><br />In this book Lenin provides a rationale for revolution which yields a wealth of insight into his political thinking. He sets out trenchant views on class conflict, the lessons of earlier revolutions, and the necessity of overthrowing the dictatorship of capital in favor of a dictatorship of the proletariat. As an historical as well as a political document, Lenin's work is crucial to any understanding of the Russian Revolution.",,116,"June 17, 2004",Philosophy/Social Theory
43263381,Why You Should Be a Socialist,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1569296452i/43263381.jpg,"<b>A primer on Democratic Socialism for those who are extremely skeptical of it. </b><br /><br />America is witnessing the rise of a new generation of socialist activists. More young people support socialism now than at any time since the labor movement of the 1920s. The Democratic Socialists of America, a big-tent leftist organization, has just surpassed 50,000 members nationwide. In the fall of 2018, one of the most influential congressmen in the Democratic Party lost a primary to Alexandria Ocasio-Cortez, a 28-year-old socialist who had never held office before. But what does all this mean? Should we be worried about our country, or should we join the march toward our bright socialist future? In <i>Why You Should Be a Socialist</i>, Nathan J. Robinson will give readers a primer on twenty-first-century socialism: what it is, what it isn’t, and why everyone should want to be a part of this exciting new chapter of American politics.<br /><br />From the heyday of Occupy Wall Street through Bernie Sanders’ 2016 presidential campaign and beyond, young progressives have been increasingly drawn to socialist ideas. However, the movement’s goals need to be defined more sharply before it can effect real change on a national scale. Likewise, liberals and conservatives will benefit from a deeper understanding of the true nature of this ideology, whether they agree with it or not. Robinson’s charming, accessible, and well-argued book will convince even the most skeptical readers of the merits of socialist thought.",,336,"December 10, 2019",Philosophy/Social Theory
96123,All the President’s Men,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347805228i/96123.jpg,"The full account of the Watergate scandal from the two <i>Washington Post</i> reporters who broke the story. This is “the work that brought down a presidency— perhaps the most influential piece of journalism in history” (<i>Time</i>, All-Time 100 Best Nonfiction Books).<br /><br />This is the book that changed America. Published just two months before President Nixon’s resignation, <i>All the President’s Men</i> revealed the full scope of the Watergate scandal and introduced for the first time the mysterious “Deep Throat.” Beginning with the story of a simple burglary at Democratic headquarters and then continuing through headline after headline, Bernstein and Woodward deliver the stunning revelations and pieces in the Watergate puzzle that brought about Nixon’s shocking downfall. Their explosive reports won a Pulitzer Prize for <i>The Washington Post</i>, toppled the president, and have since inspired generations of reporters.<br /><br /><i>All the President’s Men</i> is a riveting detective story, capturing the exhilarating rush of the biggest presidential scandal in U.S. history as it unfolded in real time. It is, as former <i>New York Times</i> managing editor Gene Roberts has called it, “maybe the single greatest reporting effort of all time.”",,480,"June 24, 2005",Philosophy/Social Theory
6514074,"The Monuments Men: Allied Heroes, Nazi Thieves, and the Greatest Treasure Hunt in History",,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1344270659i/6514074.jpg,"At the same time Adolf Hitler was attempting to take over the western world, his armies were methodically seeking and hoarding the finest art treasures in Europe. The Fuehrer had begun cataloguing the art he planned to collect as well as the art he would destroy: ""degenerate"" works he despised.<p>In a race against time, behind enemy lines, often unarmed, a special force of American and British museum directors, curators, art historians, and others, called the Momuments Men, risked their lives scouring Europe to prevent the destruction of thousands of years of culture.</p><p>Focusing on the eleven-month period between D-Day and V-E Day, this fascinating account follows six Monuments Men and their impossible mission to save the world's great art from the Nazis.</p>",,473,"September 3, 2009",History
216670100,Seven Things You Can't Say About China: An Unflinching Look at the Hidden Dangers of China's Global Influence,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1752455157i/216670100.jpg,"<strong>Senator Tom Cotton offers an unflinching look at the deadly threat of Communist China and reveals the truth about America’s most dangerous enemy. “</strong><br /><br />“As a member of the Senate Intelligence Committee, I’m often asked if the threat from China is as bad as it seems. My answer is no—it’s worse than you can imagine.”<br /><br /><em> Seven Things You Can’t Say About China</em> is Tom Cotton’s provocative exposé about the gravest threat to American freedom. The media, Hollywood, academia, Wall Street, and most politicians can’t—or won’t—speak the truth about China. But Senator Cotton will, because America needs to know.<br /><br /> In this hard-hitting book, he reveals what others refuse to say, <br /><br />The inside story—drawn from his intelligence and national-security experience and knowledge—on how deeply the Chinese Communist Party has infiltrated America.How China persecutes Christians and commits genocide against religious and ethnic minorities.The alarming rise of China’s armed forces and nuclear arsenal, which will soon rival our own.The danger our children face from China’s influence on Hollywood, the NBA, TikTok, and so much more.How China lied, stole, and cheated its way to wealth while devastating America’s workers and businesses.<em> Seven Things You Can’t Say About China</em> sounds the alarm about Communist China’s carefully crafted plans to defeat America in the coming decade—and what we must do to fight back.",,208,Invalid Date,Philosophy/Social Theory
103749,Persian Fire: The First World Empire and the Battle for the West,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1171501730i/103749.jpg,"In the fifth century BC, a global superpower was determined to bring truth and order to what it regarded as two terrorist states. The superpower was Persia, incomparably rich in ambition, gold and men. The terrorist states were Athens and Sparta, eccentric cities in a poor and mountainous backwater: Greece. The story of how their citizens took on the most powerful man on the planet is as heart stopping as any episode in history.",,418,"May 2, 2006",Military History
55751,"The Last Lion: Winston Spencer Churchill: Alone, 1932-40",,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388244306i/55751.jpg,"In this powerful biography, the middle volume of William Manchester’s critically acclaimed trilogy, Winston Churchill wages his defining campaign: not against Hitler’s war machine but against his own reluctant countrymen. Manchester contends that even more than his leadership in combat, Churchill’s finest hour was the uphill battle against appeasement. As Parliament received with jeers and scorn his warnings against the growing Nazi threat, Churchill stood alone—only to be vindicated by history as a beacon of hope amid the gathering storm.<br /><b> </b><br /><b>Praise for <i>The Last Lion: Alone</i></b><br />  <br /> “Manchester has such control over a huge and moving narrative, such illumination of character . . . that he can claim the considerable achievement of having assembled enough powerful evidence to support Isaiah Berlin’s judgment of Churchill as ‘the largest human being of our time.’”<b>—<i>The New Yorker</i></b><br /><b>
  <i> </i>
</b><br /> “Memorable.”<b>—<i>San Francisco Chronicle</i> </b><br />  <br /> “Stirring . . . As Manchester points out several times, it’s as if the age, having produced a Hitler, then summoned Churchill as the only figure equal to the task of vanquishing him. The years <i>Alone </i>are the pivotal years of Churchill’s career.”<b>—<i>The Boston Sunday Globe</i></b><br /><i> </i><br /> “The best Churchill biography [for] this generation . . . Even readers who know the basic story will find much that is new.”<b>—<i>Newsweek</i></b><br />  <br /> “A triumph . . . equal in stature to the first volume of the series.”<b>—<i>Newsday</i></b><br /><i> </i><br /> “Vivid . . . history in the grand manner.”<b>
  <i>—The Washington Post</i>
</b><br />  <br /> “Compelling reading.”<b>—<i>The Times</i> (London)</b>",,832,"September 3, 1989",Biography/Memoir
9938498,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1327864303i/9938498.jpg,"The time is 1933, the place, Berlin, when William E. Dodd becomes America's first ambassador to Hitler's Germany in a year that proved to be a turning point in history.<br /><br />A mild-mannered professor from Chicago, Dodd brings along his wife, son, and flamboyant daughter, Martha. At first Martha is entranced by the parties and pomp, and the handsome young men of the Third Reich with their infectious enthusiasm for restoring Germany to a position of world prominence. Enamored of the New Germany, she has one affair after another, including with the surprisingly honorable first chief of the Gestapo, Rudolf Diels. But as evidence of Jewish persecution mounts, confirmed by chilling first-person testimony, her father telegraphs his concerns to a largely indifferent State Department back home. Dodd watches with alarm as Jews are attacked, the press is censored, and drafts of frightening new laws begin to circulate. As that first year unfolds and the shadows deepen, the Dodds experience days full of excitement, intrigue, romance and ultimately, horror, when a climactic spasm of violence and murder reveals Hitler's true character and ruthless ambition.<br /><br />Suffused with the tense atmosphere of the period, and with unforgettable portraits of the bizarre Goring and the expectedly charming—yet wholly sinister—Goebbels, <em>In the Garden of Beasts</em> lends a stunning, eyewitness perspective on events as they unfold in real time, revealing an era of surprising nuance and complexity. The result is a dazzling, addictively readable work that speaks volumes about why the world did not recognize the grave threat posed by Hitler until Berlin, and Europe, were awash in blood and terror.",,448,"May 10, 2011",Romance
145660,The Captive Mind,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1367072608i/145660.jpg,"The Captive Mind begins with a discussion of the novel Insatiability by Stanisław Ignacy Witkiewicz and its plot device of Murti-Bing pills, which are used as a metaphor for dialectical materialism, but also for the deadening of the intellect caused by consumerism in Western society. The second chapter considers the way in which the West was seen at the time by residents of Central and Eastern Europe, while the third outlines the practice of Ketman, the act of paying lip service to authority while concealing personal opposition, describing seven forms applied in the people's democracies of mid-20th century Europe.<br /><br />The four chapters at the heart of the book then follow, each a portrayal of a gifted Polish man who capitulated, in some fashion, to the demands of the Communist state. They are identified only as Alpha, the Moralist; Beta, The Disappointed Lover; Gamma, the Slave of History; and Delta, the Troubadour. However, each of the four portraits were easily identifiable: Alpha is Jerzy Andrzejewski, Beta is Tadeusz Borowski, Gamma is Jerzy Putrament and Delta is Konstanty Ildefons Gałczyński.<br /><br />The book moves toward its climax with an elaboration of ""enslavement through consciousness"" in the penultimate chapter and closes with a pained and personal assessment of the fate of the Baltic nations in particular.",,272,"August 11, 1990",Philosophy/Social Theory
238953,Das Kapital,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388289025i/238953.jpg,"<i>Das Kapital</i>, Karl Marx's seminal work, is the book that above all others formed the twentieth century. From <i>Kapital</i> sprung the economic and political systems that at one time dominated half the earth and for nearly a century kept the world on the brink of war. Even today, more than one billion Chinese citizens live under a regime that proclaims fealty to Marxist ideology. Yet this important tome has been passed over by many readers frustrated by Marx’s difficult style and his preoccupation with nineteenth-century events of little relevance to today's reader.<br /><br />Here Serge Levitsky presents a revised version of <i>Kapital</i>, abridged to emphasize the political and philosophical core of Marx’s work while trimming away much that is now unimportant. Pointing out Marx’s many erroneous predictions about the development of capitalism, Levitsky's introduction nevertheless argues for <i>Kapital's</i> relevance as a prime example of a philosophy of economic determinism that ""subordinates the problems of human freedom and human dignity to the issues of who should own the means of production and how wealth should be distributed.""<br /><br />Here then is a fresh and highly readable version of a work whose ideas provided inspiration for communist regimes' ideological war against capitalism, a struggle that helped to shape the world today.",,356,"July 1, 1996",Military History
448718,The Annals of Imperial Rome,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1733864304i/448718.jpg,"In ""The Annals of Imperial Rome"", his last and greatest work, Tacitus (AD c.55-c.117) covers the period from AD 14, just before the death of Augustus, to the death of Nero in AD 68. Not all the passages have survived, but in those that have the depth and diversity of genius are manifest. From a vicious, vituperative biography of Tiberius to the more straightforward accounts of Gaius (Caligula), Claudius and Nero, which reveal an extraordinary gift for pictorial description, the Annals carry conviction both as a work of art and as a history.<br /> Michael Grant's tranlation of The Annals is a fine one. It captures the emotional patriotism of Tacitus's moral tone, offset by a lucid understanding that Rome is doomed, and conveys with vigor the lives of the great emperors who laid the foundations of modern Europe.",,447,"January 1, 1956",Biography/Memoir
28789711,SPQR: A History of Ancient Rome,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1470421195i/28789711.jpg,"In <i>SPQR</i>, an instant classic, Mary Beard narrates the history of Rome ""with passion and without technical jargon"" and demonstrates how ""a slightly shabby Iron Age village"" rose to become the ""undisputed hegemon of the Mediterranean"" (<i>Wall Street Journal</i>). Hailed by critics as animating ""the grand sweep and the intimate details that bring the distant past vividly to life"" (<i>Economist</i>) in a way that makes ""your hair stand on end"" (<i>Christian Science Monitor</i>) and spanning nearly a thousand years of history, this ""highly informative, highly readable"" (<i>Dallas Morning News</i>) work examines not just how we think of ancient Rome but challenges the comfortable historical perspectives that have existed for centuries. With its nuanced attention to class, democratic struggles, and the lives of entire groups of people omitted from the historical narrative for centuries, <i>SPQR</i> will to shape our view of Roman history for decades to come.",,606,"September 6, 2016",Science/Technology
3761596,The Third Reich at War,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347666024i/3761596.jpg,"An absorbing, revelatory, and definitive account of one of the greatest tragedies in human history:<br /><br />Adroitly blending narrative, description, and analysis, Richard J. Evans portrays a society rushing headlong to self-destruction and taking much of Europe with it. Interweaving a broad narrative of the war's progress from a wide range of people, Evans reveals the dynamics of a society plunged into war at every level. The great battles and events of the conflict are here, but just as telling is Evans's re- creation of the daily experience of ordinary Germans in wartime. At the center of the book is the Nazi extermi­nation of the Jews. The final book in Richard J. Evan's three-volume history of Hitler's Germany, hailed a masterpiece by The New York Times, The Third Reich at War lays bare the most momentous and tragic years of the Nazi regime.",,926,"March 19, 2009",Military History
52578861,Agent Sonya: Moscow's Most Daring Wartime Spy,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1585320220i/52578861.jpg,"Kui üks elegantne koduperenaine 1942. aastal vaikses Inglise linnakeses kodust väljus, teadsid naabrid, et pr Burton võiks minna näiteks perele toitu ostma. Tegelikult oli ta aga üks ajaloo suurimaid naisspioone, sünnipäraselt Ursula Kuczynski, koodnimega Sonja. Saksamaa juut, veendunud kommunist, Punaarmee polkovnik ja ülimalt osav luuraja, kes osales mitmes 20. sajandi ohtlikumas operatsioonis Mandžuuriast Šveitsini.<br /><br />„Agent Sonja” on põnev ülevaade ühe naise elust, mis liikus samas rütmis kommunismi tõusu ja langusega. Tunnustatud ajaloolase Ben Macintyre’i sulest on varem eesti keeles ilmunud „Spioon ja reetur”.",,377,Invalid Date,Nonfiction
6736285,"The Rape of the Mind: The Psychology of Thought Control, Menticide, and Brainwashing",,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1348052018i/6736285.jpg,"SINCE 1933, when a completely drugged and trial-conditioned human wreck confessed to having started the Reichstag fire in Berlin, Dr. Joost A. M. Meerloo has studied the methods by which systematic mental pressure brings people to abject submission, and by which totalitarians imprint their subjective ""truth"" on their victims' minds. The first two and one-half years of World War II, Dr. Meerloo spent under the pressure of Nazi-occupied Holland, witnessing at firsthand the Nazi methods of mental torture .on more than one occasion. During this time he was able to use his psychiatric and psychoanalytic knowledge to treat some of the victims. Then, after personal experiences with enforced interrogation, he escaped from a Nazi prison and certain death to England, where he was able, as Chief of the Psychological Department of the Netherlands Forces, to observe and study coercive methods officially. In this capacity he had to investigate not only traitors and collaborators, but also those members of the Resistance who had gone through the utmost of mental pressure. Later, as High Commissioner for Welfare, he came in closer contact with those who had gone through physical and mental torture. After the war, he came to the United States, where his war experiences would not permit him to concentrate solely on his psychiatric practice, but compelled him to go beyond purely medical aspects to the social aspects of the problem. As more and more cases of thought control, brainwashing, and mental coercion were disclosed - Cardinal Mindszenty, Colonel Schwable, Robert Vogeler, and others - his interest grew. It was Dr. Meerloo who coined the word menticide, the killing of the spirit, for this peculiar crime. His knowledge of these totalitarian procedures has been officially acknowledged; he served as an expert witness in the case of Colonel Schwable, the Marine Corps officer who, after months of subjection to physical and mental torture following his capture in Korea, was made to confess to having taken part in germ warfare. It is Dr. Meerloo's position that through pressure on the weak points in men's makeup, totalitarian methods can turn anyone into a ""traitor."" And in The Rape of the Mind he goes far beyond the direct military implications of mental torture to describing how our own culture unobtrusively shows symptoms of pressurizing people's minds. He presents a systematic analysis of the methods of brainwashing and mental torture and coercion, and shows how totalitarian strategy, with its use of mass psychology, leads to systematized ""rape of the mind."" He describes the new age of cold war with its mental terror, verbocracy, and semantic fog, the use of fear as a tool of mass submission and the problem of treason and loyalty, so loaded with dangerous confusion. The Rape of the Mind is written for the interested layman, not only for experts and scientists. Part The Techniques of Individual Submission. 1. You Too Would Confess. 2. Pavlov's Students as Circus Tamers. 3. Medication into Submission. 4. Why Do They Yield? The Psychodynamics of False Confession. Part The Techniques of Mass Submission. 5. The Cold War against the Mind. 6. Totalitaria and its Dictatorship. 7. The Intrusion by Totalitarian Thinking. 8. Trial by Trial. 9. Fear as a Tool of Terror. Part Unobtrusive Coercion. 10. The Child is Father to the Man. 11. Mental Contagion and Mass Delusion. 12. Technology Invades Our Minds. 13. Intrusion by the Administrative Mind. 14. The Turncoat in Each of Us. Part In Search of Defenses. 15. Training Against Mental Torture. 16. Education for Discipline or Higher Morale. 17. From Old to New Courage. 18. Freedom -- Our Mental Backbone",,326,"July 4, 2009",Military History
8914,The First World War,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1403194704i/8914.jpg,"The First World War created the modern world. A conflict of unprecedented ferocity, it abruptly ended the relative peace and prosperity of the Victorian era, unleashing such demons of the twentieth century as mechanized warfare and mass death. It also helped to usher in the ideas that have shaped our times--modernism in the arts, new approaches to psychology and medicine, radical thoughts about economics and society--and in so doing shattered the faith in rationalism and liberalism that had prevailed in Europe since the Enlightenment. With <b>The First World War</b>, John Keegan, one of our most eminent military historians, fulfills a lifelong ambition to write the definitive account of the Great War for our generation.<br /><br />Probing the mystery of how a civilization at the height of its achievement could have propelled itself into such a ruinous conflict, Keegan takes us behind the scenes of the negotiations among Europe's crowned heads (all of them related to one another by blood) and ministers, and their doomed efforts to defuse the crisis. He reveals how, by an astonishing failure of diplomacy and communication, a bilateral dispute grew to engulf an entire continent.<br /><br />But the heart of Keegan's superb narrative is, of course, his analysis of the military conflict. With unequalled authority and insight, he recreates the nightmarish engagements whose names have become legend--Verdun, the Somme and Gallipoli among them--and sheds new light on the strategies and tactics employed, particularly the contributions of geography and technology. No less central to Keegan's account is the human aspect. He acquaints us with the thoughts of the intriguing personalities who oversaw the tragically unnecessary catastrophe--from heads of state like Russia's hapless tsar, Nicholas II, to renowned warmakers such as Haig, Hindenburg and Joffre. But Keegan reserves his most affecting personal sympathy for those whose individual efforts history has not recorded--""the anonymous millions, indistinguishably drab, undifferentially deprived of any scrap of the glories that by tradition made the life of the man-at-arms tolerable.""<br /><br />By the end of the war, three great empires--the Austro-Hungarian, the Russian and the Ottoman--had collapsed. But as Keegan shows, the devastation ex-tended over the entirety of Europe, and still profoundly informs the politics and culture of the continent today. His brilliant, panoramic account of this vast and terrible conflict is destined to take its place among the classics of world history.<br /><br />With 24 pages of photographs, 2 endpaper maps, and 15 maps in text",,475,"May 16, 2000",Military History
234633,"Stilwell and the American Experience in China, 1911-45",,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1388705286i/234633.jpg,"Barbara W. Tuchman won the Pulitzer Prize for Stilwell and the American Experience in China, 1911-45 in 1972. She uses the life of Joseph Stilwell, the military attache to China in 1935-39 and commander of United States forces and allied chief of staff to Chiang Kai-shek in 1942-44, to explore the history of China from the revolution of 1911 to the turmoil of World War II, when China's Nationalist government faced attack from Japanese invaders and Communist insurgents. Her story is an account of both American relations with China and the experiences of one of our men on the ground. In the cantankerous but level-headed ""Vinegar Joe,"" Tuchman found a subject who allowed her to perform, in the words of The National Review, ""one of the historian's most envied magic conjoining a fine biography of a man with a fascinating epic story.""",,624,"October 10, 2001",Fantasy
826564,Young Stalin,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1356455250i/826564.jpg,"Based on ten years' astonishing new research, here is the thrilling story of how a charismatic, dangerous boy became a student priest, romantic poet, gangster mastermind, prolific lover, murderous revolutionary, and the merciless politician who shaped the Soviet Empire in his own brutal image: How Stalin became Stalin.",,397,"January 1, 2007",History
38855,Confederates in the Attic: Dispatches from the Unfinished Civil War,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1428284996i/38855.jpg,"When prize-winning war correspondent Tony Horwitz leaves the battlefields of Bosnia and the Middle East for a peaceful corner of the Blue Ridge Mountains, he thinks he's put war zones behind him. But awakened one morning by the crackle of musket fire, Horwitz starts filing front-line dispatches again this time from a war close to home, and to his own heart.<br /><br />Propelled by his boyhood passion for the Civil War, Horwitz embarks on a search for places and people still held in thrall by America's greatest conflict. The result is an adventure into the soul of the unvanquished South, where the ghosts of the Lost Cause are resurrected through ritual and remembrance.<br /><br />In Virginia, Horwitz joins a band of 'hardcore' reenactors who crash-diet to achieve the hollow-eyed look of starved Confederates; in Kentucky, he witnesses Klan rallies and calls for race war sparked by the killing of a white man who brandishes a rebel flag; at Andersonville, he finds that the prison's commander, executed as a war criminal, is now exalted as a martyr and hero; and in the book's climax, Horwitz takes a marathon trek from Antietam to Gettysburg to Appomattox in the company of Robert Lee Hodge, an eccentric pilgrim who dubs their odyssey the 'Civil Wargasm.'<br /><br />Written with Horwitz's signature blend of humor, history, and hard-nosed journalism, Confederates in the Attic brings alive old battlefields and new ones 'classrooms, courts, country bars' where the past and the present collide, often in explosive ways. Poignant and picaresque, haunting and hilarious, it speaks to anyone who has ever felt drawn to the mythic South and to the dark romance of the Civil War.",,406,"February 22, 1999",Romance
319300,Georgiana: Duchess of Devonshire,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1624531500i/319300.jpg,"<p>The winner of Britain's prestigious Whitbread Prize and a bestseller there for months, this wonderfully readable biography offers a rich, rollicking picture of late-eighteenth-century British aristocracy and the intimate story of a woman who for a time was its undisputed leader.<br /><br />Lady Georgiana Spencer was the great-great-great-great-aunt of Diana, Princess of Wales, and was nearly as famous in her day. In 1774, at the age of seventeen, Georgiana achieved immediate celebrity by marrying one of England's richest and most influential aristocrats, the Duke of Devonshire. Launched into a world of wealth and power, she quickly became the queen of fashionable society, adored by the Prince of Wales, a dear friend of Marie-Antoinette, and leader of the most important salon of her time. Not content with the role of society hostess, she used her connections to enter politics, eventually becoming more influential than most of the men who held office. <br /><br />Her good works and social exploits made her loved by the multitudes, but Georgiana's public success, like Diana's, concealed a personal life that was fraught with suffering. The Duke of Devonshire was unimpressed by his wife's legendary charms, preferring instead those of her closest friend, a woman with whom Georgiana herself was rumored to be on intimate terms. For over twenty years, the three lived together in a jealous and uneasy ménage à trois, during which time both women bore the Duke's children—as well as those of other men.<br /><br />Foreman's descriptions of Georgiana's uncontrollable gambling, all-night drinking, drug taking, and love affairs with the leading politicians of the day give us fascinating insight into the lives of the British aristocracy in the era of the madness of King George III, the American and French revolutions, and the defeat of Napoleon. <br /><br />A gifted young historian whom critics are already likening to Antonia Fraser, Amanda Foreman draws on a wealth of fresh research and writes colorfully and penetratingly about the fascinating Georgiana, whose struggle against her own weaknesses, whose great beauty and flamboyance, and whose determination to play a part in the affairs of the world make her a vibrant, astonishingly contemporary figure.</p>",,456,"January 16, 2001",Biography/Memoir
448135,The Coldest Winter: America and the Korean War,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1326474263i/448135.jpg,"""In a grand gesture of reclamation &amp; remembrance, Mr Halberstam has brought the war back home.""--<em>NY Times</em><br /> Halberstam's magisterial &amp; thrilling <em>The Best &amp; the Brightest</em> was a defining book about the Vietnam conflict. More than three decades later, he used his research &amp; journalistic skills to shed light on another pivotal moment in our history: the Korean War. He considered <em>The Coldest Winter</em> his most accomplished work, the culmination of 45 years of writing about America's postwar foreign policy. He gives a masterful narrative of the political decisions &amp; miscalculations on both sides. He charts the disastrous path that led to the massive entry of Chinese forces near the Yalu River &amp; that caught Douglas MacArthur &amp; his soldiers by surprise. He provides vivid &amp; nuanced portraits of all the major figures-Eisenhower, Truman, Acheson, Kim, &amp; Mao, &amp; Generals MacArthur, Almond &amp; Ridgway. At the same time, he provides us with his trademark highly evocative narrative journalism, chronicling the crucial battles with reportage of the highest order. As ever, he was concerned with the extraordinary courage &amp; resolve of people asked to bear an extraordinary burden. <em>The Coldest Winter</em> is contemporary history in its most literary &amp; luminescent form, providing crucial perspective on every war America has been involved in since. It's a book that Halberstam first decided to write over 30 years ago that took him nearly a decade to complete. It stands as a lasting testament to one of the greatest journalists &amp; historians of our time, &amp; to the fighting men whose heroism it chronicles.",,734,"September 25, 2007",Military History
18478222,Twelve Years a Slave,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1378793462i/18478222.jpg,"Twelve Years a Slave, sub-title: Narrative of Solomon Northup, citizen of New-York, kidnapped in Washington city in 1841, and rescued in 1853, from a cotton plantation near the Red River in Louisiana, is a memoir by Solomon Northup as told to and edited by David Wilson. It is a slave narrative of a black man who was born free in New York state but kidnapped in Washington, D.C., sold into slavery, and kept in bondage for 12 years in Louisiana. He provided details of slave markets in Washington, D.C. and New Orleans, as well as describing at length cotton and sugar cultivation on major plantations in Louisiana.",,363,"August 8, 2013",Biography/Memoir
60432,Caesar: Life of a Colossus,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924302i/60432.jpg,"Tracing the extraordinary trajectory of the great Roman emperor’s life, Goldsworthy covers not only the great Roman emperor’s accomplishments as charismatic orator, conquering general, and powerful dictator but also lesser-known chapters during which he was high priest of an exotic cult, captive of pirates, seducer not only of Cleopatra but also of the wives of his two main political rivals, and rebel condemned by his own country. Ultimately, Goldsworthy realizes the full complexity of Caesar’s character and shows why his political and military leadership continues to resonate some two thousand years later.<br /><br />In the introduction to his biography of the great Roman emperor, Adrian Goldsworthy writes, “Caesar was at times many things, including a fugitive, prisoner, rising politician, army leader, legal advocate, rebel, dictator . . . as well as husband, father, lover and adulterer.” In this landmark biography, Goldsworthy examines Caesar as military leader, all of these roles and places his subject firmly within the context of Roman society in the first century B.C.<br />",,583,"September 22, 2006",Biography/Memoir
171362,"The Mediterranean and the Mediterranean World in the Age of Philip II, Volume I",,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1347859673i/171362.jpg,"The focus of Fernand Braudel's great work is the Mediterranean world in the second half of the sixteenth century, but Braudel ranges back in history to the world of Odysseus and forward to our time, moving out from the Mediterranean area to the New World and other destinations of Mediterranean traders. Braudel's scope embraces the natural world and material life, economics, demography, politics, and diplomacy.",,642,"July 16, 1996",Business/Economics
1108378,What Is to Be Done?,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1740106083i/1108378.jpg,"In <em>What Is to Be Done?</em>, Lenin in 1901 argues that the working class will not spontaneously become political simply by fighting economic battles with employers over wages, working hours and the like. To convert the working class to Marxism, Lenin insists that Marxists should form a political party, or ""vanguard"", of dedicated revolutionaries to spread Marxist political ideas among the workers. <br /><br />Lenin said that the article represented ""a skeleton plan to be developed in greater detail in a pamphlet now in preparation for print"".",,272,"January 1, 1990",Philosophy/Social Theory
109487,Blood and Thunder: An Epic of the American West,,https://m.media-amazon.com/images/S/compressed.photo.goodreads.com/books/1320480510i/109487.jpg,"<i>A Magnificent History of How the West Was Really Won - a Sweeping Tale of Shame and Glory<br /></i><br />In the fall of 1846 the venerable Navajo warrior Narbona, greatest of his people’s chieftains, looked down upon the small town of Santa Fe, the stronghold of the Mexican settlers he had been fighting his whole long life. He had come to see if the rumors were true—if an army of blue-suited soldiers had swept in from the East and utterly defeated his ancestral enemies. As Narbona gazed down on the battlements and cannons of a mighty fort the invaders had built, he realized his foes had been vanquished—but what did the arrival of these “New Men” portend for the Navajo?<br /><br />Narbona could not have known that “The Army of the West,” in the midst of the longest march in American military history, was merely the vanguard of an inexorable tide fueled by a self-righteous ideology now known as “Manifest Destiny.” For twenty years the Navajo, elusive lords of a huge swath of mountainous desert and pasturelands, would ferociously resist the flood of soldiers and settlers who wished to change their ancient way of life or destroy them.",,460,"October 3, 2006",Military History
